sports
Athletics, 2022-08-16 09:00:00, 100m Wheelchair Male, Qualification - Heat 1, Canada Games Park
Stronger Together — Niagara Credit Unions join forces in support of 2022 Canada Summer Games, 10/20/21, Learn how Niagara’s three credit unions are working together in support of the 2022 Canada Summer Games., https://niagara2022games.ca/news/article/stronger-together-niagara-credit-unions-join-forces-in-support-of-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/Stronger-Togther-Credit-Unions_EN-1379-1634579715.png
Canada Steamship Lines And Niagara Host Society Reveal Partnership And Exciting Plans For The Torch Relay Program Of The Niagara 2022 Canada Summer Games, 10/6/21, Niagara 2022’s Torch Relay program, presented by Canada Steamship Lines (CSL), https://niagara2022games.ca/news/article/canada-steamship-lines-and-niagara-host-society-reveal-partnership-and-exciting-plans-for-the-torch-relay-program-of-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/CSL-FEATURED-IMAGE-1370-1633533236.png
Accenture To Be Official Partner Of Diversity And Inclusion For The Niagara 2022 Canada Summer Games, 10/4/21, Accenture will support the Niagara 2022 Canada Summer Games in creating a welcoming environment for all, https://niagara2022games.ca/news/article/accenture-to-be-official-partner-of-diversity-and-inclusion-for-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/Accenture-Tw-EN-1362-1633347358.png
Niagara 2022 Canada Summer Games Celebrates Official Opening Of The Meridian Volunteer Centre, 9/16/21, The Meridian Volunteer Centre will act as a central hub for Niagara 2022 volunteers and serve as a welcome centre, https://niagara2022games.ca/news/article/niagara-2022-canada-summer-games-celebrates-official-opening-of-the-meridian-volunteer-centre/, https://niagara2022games.ca/content/images/news/GRAND-OPENING-FEATURED-IMAGE-1276-1631819677.png
Decades Later, Thunder Bay And London Still Enjoy Benefits From Hosting Canada Games, 9/8/21, The legacies continue to live on in the Ontario communities that once hosted the Canada Games., https://niagara2022games.ca/news/article/decades-later-thunder-bay-and-london-still-enjoy-benefits-from-hosting-canada-games/, https://niagara2022games.ca/content/images/news/featured-image-CG-decade-1272-1631107506.png
Niagara Paralympians prepare to take the stage in Tokyo, 8/24/21, Niagara athletes will compete on the cycling track and water during the 2020 Summer Paralympic Games, https://niagara2022games.ca/news/article/niagara-paralympians-prepare-to-take-the-stage-in-tokyo/, https://niagara2022games.ca/content/images/news/niagara-paralympics-1266-1629809023.png
Niagara 2022 Celebrates One Year Out From Canada Summer Games, 8/10/21, Last Friday, we passed the one year mark from the start of the Niagara 2022 Canada Summer Games, https://niagara2022games.ca/news/article/niagara-2022-celebrates-one-year-out-from-canada-summer-games/, https://niagara2022games.ca/content/images/news/one-year-out-1256-1628598724.png
Federal Government Announces up to $1.1-Million in Funding for the Niagara 2022 Canada Summer Games, 8/4/21, Across from Canada Games Park (CGP) yesterday, the Honourable Steven Guilbeault, Minister of Canadian Heritage..., https://niagara2022games.ca/news/article/federal-government-announces-up-to-1.1-million-in-funding-for-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/CANADA_GAMES_FUNDING-1252-1628106373.png
Sports and Abilities Centre at Canada Games Park named in honour of Walker family, 7/22/21, The Walker Sports and Abilities Centre at CGP is a state-of-the-art facility designed to be accessible for everyone., https://niagara2022games.ca/news/article/sports-and-abilities-centre-at-canada-games-park-named-in-honour-of-walker-family/, https://niagara2022games.ca/content/images/news/Walker-Title-Sponsor-FEATURE-1240-1626896110.png
Niagara Olympians have their eyes set on the podium in Tokyo, 7/20/21, The list of Niagara Olympians competing in the Tokyo Summer Olympics is small in numbers but high in medal hopes., https://niagara2022games.ca/news/article/niagara-olympians-have-their-eyes-set-on-the-podium-in-tokyo/, https://niagara2022games.ca/content/images/news/niagara-olympics-1218-1626809517.png
FirstOntario Credit Union announced as official sponsor of the Niagara 2022 Canada Summer Games, 7/20/21,  FirstOntario Credit Union has become an official partner of the Niagara 2022 Canada Summer Games, https://niagara2022games.ca/news/article/firstontario-credit-union-announced-as-official-sponsor-of-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/N22-First-Ontario_EN-1200x675-partnership-1214-1626785095.png
Alectra becomes Official Energy Supplier of the Niagara 2022 Canada Summer Games, 7/15/21, The Niagara Host Society is thrilled to announce its partnership with Alectra, https://niagara2022games.ca/news/article/alectra-becomes-official-energy-supplier-of-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/Alectra-Partnership_EN-1143-1625482738.jpg
PenFinancial joins the Niagara 2022 Canada Summer Games as an official partner, 7/13/21, PenFinancial Credit Union has become an official partner of the Niagara 2022 Canada Summer Games , https://niagara2022games.ca/news/article/penfinancial-joins-the-niagara-2022-canada-summer-games-as-an-official-partner/, https://niagara2022games.ca/content/images/news/Pen-Financial-partnership_EN-1157-1625772304.jpg
A Bluenoser’s Winding Journey To The Canada Games, 7/8/21, It’s 30 years in the making since I was introduced to the Canada Games ideology., https://niagara2022games.ca/news/article/a-bluenosers-winding-journey-to-the-canada-games/, https://niagara2022games.ca/content/images/news/N22_RORY-FRASER-1149-1625686381.jpg
Statement from the Canada Games Family , 6/1/21, The Canada Games family joins Canadians in mourning the horrific loss of 215 Indigenous children., https://niagara2022games.ca/news/article/statement-from-the-canada-games-family/, https://niagara2022games.ca/content/images/news/HeaderImage-60b663cb1ada7-1120-1622565835.png
Niagara 2022 aims to set new standard in accessibility, 5/31/21, The Niagara 2022 Canada Summer Games hope to set a trend by making accessibility a priority. , https://niagara2022games.ca/news/article/niagara-2022-aims-to-set-new-standard-in-accessibility/, https://niagara2022games.ca/content/images/news/Feature_Photo_-_Athletics_-_Para_Sport_Athlete_-_2009_CSG_%28August_28%2C_2009%29-1115-1622462788.jpg
Niagara 2022 partners with Peters Construction Group, 5/28/21, Peters Construction Group is officially partnering up with the Niagara 2022 Canada Summer Games as a sponsor., https://niagara2022games.ca/news/article/niagara-2022-partners-with-peters-construction-group/, https://niagara2022games.ca/content/images/news/peters-partnership_featured-image-1113-1622210097.jpg
Canada Games Park on track to be completed by end of 2021, 5/20/21, In just 18 months, CGP is rapidly transforming into the state-of-the-art sport and recreation complex that was promised., https://niagara2022games.ca/news/article/canada-games-park-on-track-to-be-completed-by-end-of-2021/, https://niagara2022games.ca/content/images/news/FEATURE-IMAGE_CGP-1093-1621451538.jpg
Seeing the Canada Games through the eyes of a volunteer, 4/23/21, Let’s get one thing straight: volunteers are the lifeblood of the Canada Games.&nbsp;, https://niagara2022games.ca/news/article/seeing-the-canada-games-through-the-eyes-of-a-volunteer/, https://niagara2022games.ca/content/images/news/multiple-volunteer-spotlight-feature-1061-1619123997.png
Volunteer Spotlight: Claude and Kathy Dallaire, 4/21/21, Sport has always been a way of life for Claude and Kathy Dallaire., https://niagara2022games.ca/news/article/volunteer-spotlight-claude-and-kathy-dallaire/, https://niagara2022games.ca/content/images/news/Dallaire-volunteer-1200x675-EN-1055-1619017047.png
Volunteer Spotlight: Christopher Young and Temi Odunuga, 4/19/21, Without volunteers, the Canada Games wouldn’t be possible., https://niagara2022games.ca/news/article/volunteer-spotlight-christopher-young-and-temi-odunuga/, https://niagara2022games.ca/content/images/news/1200x675-temi-christopher_EN-1057-1619103943.png
Wrestling and the Canada Games – a family affair for the Romano’s, 4/10/21, It’s all wrestling, all the time for Samantha, Katelyn and Matteo Romano., https://niagara2022games.ca/news/article/wrestling-and-the-canada-games-a-family-affair-for-the-romanos/, https://niagara2022games.ca/content/images/news/Romano-Siblings_Feature-Image-1047-1617971550.jpg
L’Assemblée de la francophonie de l’Ontario named Francophone Community Network Partner of the Niagara 2022 Canada Summer Games, 3/19/21, L'AFO to become the Francophone Community Network Partner of the Niagara 2022 Canada Summer Games., https://niagara2022games.ca/news/article/lassemblee-de-la-francophonie-de-lontario-named-francophone-community-network-partner-of-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/AFO-EN_1200x675-1033-1616094308.jpg
Importance of Diversity in Leadership, 3/5/21, Having the opportunity to be involved in the Niagara 2022 Canada Summer Games is very dear to my heart. , https://niagara2022games.ca/news/article/importance-of-diversity-in-leadership/, https://niagara2022games.ca/content/images/news/steve-sevor_featured_image-978-1614886239.jpg
Age Categories for the Niagara 2022 Canada Summer Games, 11/25/20, Find out the age categories for each sport featured at the Niagara 2022 Canada Summer Games , https://niagara2022games.ca/news/article/age-categories-for-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/Featured-Image_AGE-1200x675_EN%281%29-848-1606158102.png
NIAGARA HOST SOCIETY HOLDS GROUNDBREAKING CEREMONY FOR NEW HENLEY ROWING CENTRE IN ST. CATHARINES, 11/12/20, Ground was officially broken in St. Catharines on Thursday afternoon for the Henley Rowing Centre, https://niagara2022games.ca/news/article/niagara-host-society-holds-groundbreaking-ceremony-for-new-henley-rowing-centre-in-st-catharines/, https://niagara2022games.ca/content/images/news/Henley_Rowing_Centre_Tarmac_View_Evening_No_Logo-small-835-1605107275.jpg
NEW DATES ANNOUNCED FOR NIAGARA 2022 CANADA SUMMER GAMES, 10/26/20, The Niagara 2022 Canada Summer Games have been rescheduled for August 6-21, 2022., https://niagara2022games.ca/news/article/new-dates-announced-for-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/en-1920x1080-821-1603670620.jpg
Niagara Canada Summer Games Postponement - FAQs, 9/25/20, Common questions and answers on the decision to postpone the Niagara Canada Summer Games., https://niagara2022games.ca/news/article/niagara-2021-canada-summer-games-postponement-faqs/, https://niagara2022games.ca/content/images/news/postponement-faq-EN-811-1601048910.png
NIAGARA 2021 CANADA SUMMER GAMES POSTPONED DUE TO THE ONGOING COVID-19 PANDEMIC, 9/16/20, The Niagara 2021 Canada Games will be postponed until the summer of 2022., https://niagara2022games.ca/news/article/niagara-2021-canada-summer-games-postponed-due-to-the-ongoing-covid-19-pandemic/, https://niagara2022games.ca/content/images/news/og-postponed-en-808-1600279417.jpg
2021 CANADA GAMES HOST SOCIETY ANNOUNCES CREATION OF THE INDIGENOUS PARTNERSHIP COUNCIL, 8/6/20, Canada Games Host Society partners with a council represented by various Indigenous communities., https://niagara2022games.ca/news/article/2021-canada-games-host-society-announces-creation-of-the-indigenous-partnership-council/, https://niagara2022games.ca/content/images/news/IMG_8482-651-1596650304.jpg
2021 CANADA GAMES HOST SOCIETY SELECTS NIAGARA-BASED ARTIST AS WINNER OF THE MEDAL DESIGN PROGRAM, 7/29/20, Shaun O’Melia, a native of St. Catharines and an alumnus of Niagara College, will design the medals that will be..., https://niagara2022games.ca/news/article/2021-canada-games-host-society-selects-niagara-based-artist-as-winner-of-the-medal-design-program/, https://niagara2022games.ca/content/images/news/IMG_8470-631-1596026201.jpg
CANADIAN TIRE CORPORATION BECOMES AN OFFICIAL PARTNER OF THE NIAGARA 2021 CANADA SUMMER GAMES, 7/21/20, Canada’s iconic retailer will play an important role in helping deliver our country’s largest multi-sport event , https://niagara2022games.ca/news/article/canadian-tire-corporation-becomes-an-official-partner-of-the-niagara-2021-canada-summer-games/, https://niagara2022games.ca/content/images/news/CTC-Press_Release-607-1595337549.png
